loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-1422,BW-3422,Fixed,2022-12-06,2037-12-06,250194,162697,8.369,180,CA,Purchase,B,1-3 years,$0-$50k,Late (30-59 days),38,Apex Servicing,2026-08-01,2026-08-27,,OriginationSystem
LN-1423,BW-3423,Fixed,2023-08-04,2053-08-04,162922,146935,3.961,360,FL,Refinance,A,1-3 years,$50k-$100k,Current,0,Summit Mortgage,2026-08-17,2026-08-27,,OriginationSystem
LN-1424,BW-3424,Fixed,2021-04-13,2051-04-13,298914,260278,7.517,360,OH,Refinance,D,1-3 years,$100k-$150k,Late (30-59 days),27,Apex Servicing,2026-08-13,2026-08-27,,OriginationSystem
LN-1425,BW-3425,FHA,2021-01-19,2051-01-19,496866,368429,3.512,360,OH,DebtConsolidation,F,5+ years,$0-$50k,Late (60-89 days),18,Summit Mortgage,2026-08-02,2026-08-27,,OriginationSystem
LN-1426,BW-3426,FHA,2020-01-14,2035-01-14,106097,69600,7.453,180,GA,Purchase,C,< 1 year,$150k+,Late (60-89 days),11,Apex Servicing,2026-08-27,2026-08-27,,OriginationSystem
LN-1427,BW-3427,VA,2022-08-27,2052-08-27,161537,158147,7.395,360,NC,Purchase,HR,5+ years,$0-$50k,Late (60-89 days),25,Summit Mortgage,2026-08-21,2026-08-27,,OriginationSystem
LN-1428,BW-3428,ARM,2023-09-16,2053-09-16,294841,151366,4.631,360,OH,DebtConsolidation,F,3-5 years,$50k-$100k,Current,0,Apex Servicing,2026-08-12,2026-08-27,,OriginationSystem
LN-1429,BW-3429,Fixed,2020-10-11,2050-10-11,458703,308668,6.798,360,MI,Purchase,HR,5+ years,$100k-$150k,Late (60-89 days),5,Summit Mortgage,2026-08-06,2026-08-27,,OriginationSystem
LN-1430,BW-3430,FHA,2021-02-19,2036-02-19,430549,331627,7.106,180,FL,Refinance,F,< 1 year,$0-$50k,Current,0,Apex Servicing,2026-08-26,2026-08-27,,OriginationSystem
LN-1431,BW-3431,ARM,2021-06-15,2036-06-15,382395,198695,6.388,180,IL,Purchase,E,5+ years,$100k-$150k,Late (60-89 days),36,Summit Mortgage,2026-08-02,2026-08-27,,OriginationSystem
LN-1432,BW-3432,ARM,2024-04-19,2054-04-19,254104,202193,4.250,360,FL,Purchase,F,3-5 years,$150k+,Current,0,Apex Servicing,2026-08-06,2026-08-27,,OriginationSystem
LN-1433,BW-3433,FHA,2022-09-01,2037-09-01,198779,130490,5.015,180,NY,Purchase,A,3-5 years,$150k+,Grace Period,7,Summit Mortgage,2026-08-21,2026-08-27,,OriginationSystem
LN-1434,BW-3434,VA,2022-05-12,2052-05-12,157411,149546,7.929,360,NY,DebtConsolidation,HR,1-3 years,$100k-$150k,Late (60-89 days),35,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1435,BW-3435,Fixed,2024-11-02,2054-11-02,398886,388597,4.443,360,IL,Refinance,B,5+ years,$0-$50k,Grace Period,10,Summit Mortgage,2026-08-24,2026-08-27,,OriginationSystem
LN-1436,BW-3436,FHA,2022-10-03,2052-10-03,377511,303645,3.549,360,MI,DebtConsolidation,A,< 1 year,$0-$50k,Late (30-59 days),43,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-1437,BW-3437,Fixed,2020-10-23,2035-10-23,199545,136198,9.288,180,NC,Refinance,HR,< 1 year,$150k+,Late (30-59 days),30,Summit Mortgage,2026-08-08,2026-08-27,,OriginationSystem
LN-1438,BW-3438,VA,2022-07-22,2052-07-22,104178,81701,5.045,360,NC,Refinance,C,5+ years,$0-$50k,Late (60-89 days),37,Apex Servicing,2026-08-19,2026-08-27,,OriginationSystem
LN-1439,BW-3439,FHA,2024-09-22,2054-09-22,192824,187448,8.761,360,TX,Refinance,C,5+ years,$100k-$150k,Grace Period,19,Summit Mortgage,2026-08-16,2026-08-27,,OriginationSystem
LN-1440,BW-3440,Fixed,2020-08-19,2050-08-19,211683,136126,5.076,360,GA,DebtConsolidation,HR,3-5 years,$0-$50k,Late (30-59 days),29,Apex Servicing,2026-08-17,2026-08-27,,OriginationSystem
LN-1441,BW-3441,FHA,2023-12-07,2038-12-07,196921,127883,9.054,180,TX,Purchase,B,3-5 years,$50k-$100k,Late (60-89 days),31,Summit Mortgage,2026-08-13,2026-08-27,,OriginationSystem
LN-1442,BW-3442,VA,2022-02-03,2052-02-03,365544,296117,5.008,360,FL,DebtConsolidation,C,1-3 years,$50k-$100k,Current,0,Apex Servicing,2026-08-13,2026-08-27,,OriginationSystem
LN-1443,BW-3443,FHA,2024-05-01,2054-05-01,400158,302368,4.434,360,OH,DebtConsolidation,F,3-5 years,$0-$50k,Grace Period,18,Summit Mortgage,2026-08-02,2026-08-27,,OriginationSystem
LN-1444,BW-3444,FHA,2024-08-01,2054-08-01,333815,320545,4.341,360,FL,Purchase,E,3-5 years,$150k+,Grace Period,43,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-1445,BW-3445,FHA,2021-10-31,2036-10-31,435033,294546,6.782,180,OH,Refinance,E,5+ years,$100k-$150k,Grace Period,30,Summit Mortgage,2026-08-13,2026-08-27,,OriginationSystem
LN-1446,BW-3446,ARM,2023-11-20,2053-11-20,203831,120591,4.791,360,MI,DebtConsolidation,D,< 1 year,$50k-$100k,Late (30-59 days),15,Apex Servicing,2026-08-18,2026-08-27,,OriginationSystem
LN-1447,BW-3447,ARM,2022-06-21,2052-06-21,473939,301501,5.276,360,NC,Purchase,E,5+ years,$100k-$150k,Late (60-89 days),44,Summit Mortgage,2026-08-04,2026-08-27,,OriginationSystem
LN-1448,BW-3448,FHA,2024-01-26,2054-01-26,174393,108362,7.926,360,TX,DebtConsolidation,A,5+ years,$100k-$150k,Current,0,Apex Servicing,2026-08-27,2026-08-27,,OriginationSystem
LN-1449,BW-3449,FHA,2023-04-21,2038-04-21,250759,184017,7.543,180,GA,DebtConsolidation,F,< 1 year,$100k-$150k,Grace Period,17,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-1450,BW-3450,ARM,2023-09-16,2053-09-16,202671,101718,3.586,360,PA,Purchase,F,5+ years,$100k-$150k,Current,0,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-1451,BW-3451,ARM,2022-08-24,2052-08-24,201700,155865,4.085,360,TX,Purchase,B,3-5 years,$50k-$100k,Late (30-59 days),8,Summit Mortgage,2026-08-02,2026-08-27,,OriginationSystem
LN-1452,BW-3452,ARM,2022-03-02,2052-03-02,304756,295947,5.287,360,PA,DebtConsolidation,HR,< 1 year,$150k+,Late (60-89 days),37,Apex Servicing,2026-08-21,2026-08-27,,OriginationSystem
LN-1453,BW-3453,VA,2022-07-05,2052-07-05,136848,102668,4.708,360,NY,DebtConsolidation,A,1-3 years,$0-$50k,Current,0,Summit Mortgage,2026-08-10,2026-08-27,,OriginationSystem
LN-1454,BW-3454,FHA,2024-11-14,2054-11-14,454032,351957,9.161,360,NC,DebtConsolidation,D,1-3 years,$0-$50k,Late (30-59 days),41,Apex Servicing,2026-08-27,2026-08-27,,OriginationSystem
LN-1455,BW-3455,Fixed,2023-06-24,2053-06-24,429911,405710,9.069,360,NY,Purchase,C,1-3 years,$100k-$150k,Late (60-89 days),25,Summit Mortgage,2026-08-04,2026-08-27,,OriginationSystem
LN-1456,BW-3456,FHA,2023-06-20,2053-06-20,124118,113069,3.767,360,OH,DebtConsolidation,A,3-5 years,$150k+,Late (60-89 days),28,Apex Servicing,2026-08-25,2026-08-27,,OriginationSystem
LN-1457,BW-3457,ARM,2021-04-21,2051-04-21,307178,257632,4.693,360,MI,Purchase,B,3-5 years,$150k+,Current,0,Summit Mortgage,2026-08-12,2026-08-27,,OriginationSystem
LN-1458,BW-3458,VA,2020-01-18,2050-01-18,205462,117319,3.697,360,CA,Refinance,D,1-3 years,$150k+,Grace Period,39,Apex Servicing,2026-08-04,2026-08-27,,OriginationSystem
LN-1459,BW-3459,VA,2020-10-03,2035-10-03,301734,161111,9.182,180,MI,Purchase,HR,3-5 years,$150k+,Current,0,Summit Mortgage,2026-08-26,2026-08-27,,OriginationSystem
LN-1460,BW-3460,ARM,2023-08-12,2053-08-12,207030,180117,3.950,360,CA,DebtConsolidation,E,< 1 year,$150k+,Grace Period,6,Apex Servicing,2026-08-05,2026-08-27,,OriginationSystem
LN-1461,BW-3461,FHA,2023-06-17,2053-06-17,453735,360977,5.621,360,MI,DebtConsolidation,E,5+ years,$150k+,Current,0,Summit Mortgage,2026-08-20,2026-08-27,,OriginationSystem
LN-1462,BW-3462,ARM,2022-07-31,2052-07-31,265848,239981,4.762,360,GA,DebtConsolidation,E,< 1 year,$0-$50k,Grace Period,29,Apex Servicing,2026-08-06,2026-08-27,,OriginationSystem
LN-1463,BW-3463,Fixed,2020-03-10,2050-03-10,192020,175005,3.968,360,NC,Purchase,C,5+ years,$150k+,Late (30-59 days),37,Summit Mortgage,2026-08-18,2026-08-27,,OriginationSystem
LN-1464,BW-3464,VA,2023-04-06,2053-04-06,180988,98954,7.153,360,NC,Refinance,C,< 1 year,$100k-$150k,Current,0,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-1465,BW-3465,VA,2022-01-16,2052-01-16,445074,341661,8.714,360,MI,Refinance,E,3-5 years,$50k-$100k,Current,0,Summit Mortgage,2026-08-04,2026-08-27,,OriginationSystem
LN-1466,BW-3466,FHA,2023-03-13,2053-03-13,353561,190247,4.361,360,CA,DebtConsolidation,C,5+ years,$50k-$100k,Grace Period,15,Apex Servicing,2026-08-10,2026-08-27,,OriginationSystem
LN-1467,BW-3467,VA,2024-08-10,2054-08-10,212453,121371,5.130,360,CA,DebtConsolidation,HR,3-5 years,$150k+,Late (30-59 days),0,Summit Mortgage,2026-08-06,2026-08-27,,OriginationSystem
LN-1468,BW-3468,VA,2024-12-09,2054-12-09,441171,406996,5.172,360,NY,Refinance,C,5+ years,$50k-$100k,Current,0,Apex Servicing,2026-08-14,2026-08-27,,OriginationSystem
LN-1469,BW-3469,Fixed,2023-12-23,2053-12-23,403431,401235,5.281,360,MI,Purchase,HR,5+ years,$0-$50k,Grace Period,19,Summit Mortgage,2026-08-18,2026-08-27,,OriginationSystem
LN-1470,BW-3470,ARM,2022-04-01,2052-04-01,459066,424949,8.568,360,NC,Purchase,A,1-3 years,$100k-$150k,Late (60-89 days),16,Apex Servicing,2026-08-19,2026-08-27,,OriginationSystem
LN-1471,BW-3471,VA,2023-02-06,2053-02-06,392359,250697,4.629,360,FL,DebtConsolidation,E,< 1 year,$150k+,Grace Period,25,Summit Mortgage,2026-08-13,2026-08-27,,OriginationSystem
LN-1472,BW-3472,Fixed,2022-03-24,2052-03-24,292118,243140,5.318,360,CA,Refinance,D,5+ years,$150k+,Current,0,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-1473,BW-3473,Fixed,2023-04-24,2038-04-24,123198,105384,7.156,180,FL,DebtConsolidation,B,< 1 year,$150k+,Grace Period,10,Summit Mortgage,2026-08-11,2026-08-27,,OriginationSystem
LN-1474,BW-3474,FHA,2022-03-17,2052-03-17,181357,162699,7.255,360,NY,Purchase,C,5+ years,$150k+,Current,0,Apex Servicing,2026-08-26,2026-08-27,,OriginationSystem
LN-1475,BW-3475,FHA,2023-11-16,2038-11-16,394995,388375,8.742,180,NY,DebtConsolidation,HR,1-3 years,$50k-$100k,Grace Period,29,Summit Mortgage,2026-08-17,2026-08-27,,OriginationSystem
LN-1476,BW-3476,ARM,2022-04-11,2052-04-11,473934,286931,7.871,360,GA,Refinance,B,< 1 year,$100k-$150k,Late (60-89 days),6,Apex Servicing,2026-08-27,2026-08-27,,OriginationSystem
LN-1477,BW-3477,VA,2020-12-07,2050-12-07,406060,317430,4.197,360,IL,DebtConsolidation,D,5+ years,$0-$50k,Late (30-59 days),17,Summit Mortgage,2026-08-08,2026-08-27,,OriginationSystem
LN-1478,BW-3478,FHA,2022-11-12,2052-11-12,126273,90253,7.268,360,NY,DebtConsolidation,E,3-5 years,$50k-$100k,Grace Period,26,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1479,BW-3479,FHA,2024-05-11,2054-05-11,412105,297154,8.659,360,NC,Refinance,E,< 1 year,$150k+,Late (30-59 days),28,Summit Mortgage,2026-08-03,2026-08-27,,OriginationSystem
LN-1480,BW-3480,FHA,2023-07-08,2053-07-08,335719,286374,6.986,360,NY,DebtConsolidation,E,3-5 years,$150k+,Current,0,Apex Servicing,2026-08-07,2026-08-27,,OriginationSystem
LN-1481,BW-3481,FHA,2024-12-05,2054-12-05,375784,287622,4.847,360,OH,Purchase,E,3-5 years,$0-$50k,Late (30-59 days),25,Summit Mortgage,2026-08-13,2026-08-27,,OriginationSystem
LN-1482,BW-3482,Fixed,2021-12-05,2051-12-05,253079,249002,5.204,360,MI,DebtConsolidation,F,5+ years,$150k+,Late (60-89 days),12,Apex Servicing,2026-08-19,2026-08-27,,OriginationSystem
LN-1483,BW-3483,FHA,2021-12-23,2051-12-23,297048,155959,8.866,360,TX,Refinance,E,1-3 years,$100k-$150k,Late (60-89 days),20,Summit Mortgage,2026-08-04,2026-08-27,,OriginationSystem
LN-1484,BW-3484,Fixed,2021-11-13,2051-11-13,341372,231488,8.101,360,NY,Purchase,C,1-3 years,$150k+,Current,0,Apex Servicing,2026-08-14,2026-08-27,,OriginationSystem
LN-1485,BW-3485,FHA,2023-12-11,2053-12-11,488746,482296,5.332,360,FL,Refinance,F,< 1 year,$0-$50k,Late (60-89 days),7,Summit Mortgage,2026-08-23,2026-08-27,,OriginationSystem
LN-1486,BW-3486,VA,2021-06-23,2051-06-23,425461,330898,6.691,360,IL,Purchase,D,3-5 years,$50k-$100k,Grace Period,12,Apex Servicing,2026-08-04,2026-08-27,,OriginationSystem
LN-1487,BW-3487,Fixed,2021-03-03,2051-03-03,342002,301562,7.702,360,MI,Refinance,A,1-3 years,$150k+,Late (60-89 days),28,Summit Mortgage,2026-08-19,2026-08-27,,OriginationSystem
LN-1488,BW-3488,Fixed,2024-12-05,2054-12-05,104215,79741,5.766,360,GA,Purchase,HR,5+ years,$0-$50k,Late (60-89 days),19,Apex Servicing,2026-08-07,2026-08-27,,OriginationSystem
LN-1489,BW-3489,ARM,2021-03-16,2036-03-16,409453,369901,6.202,180,CA,DebtConsolidation,E,1-3 years,$100k-$150k,Current,0,Summit Mortgage,2026-08-21,2026-08-27,,OriginationSystem
LN-1490,BW-3490,Fixed,2020-07-25,2050-07-25,329344,292064,8.100,360,TX,Refinance,E,< 1 year,$100k-$150k,Late (60-89 days),37,Apex Servicing,2026-08-10,2026-08-27,,OriginationSystem
LN-1491,BW-3491,ARM,2024-03-27,2039-03-27,430360,268051,4.948,180,CA,Purchase,HR,5+ years,$0-$50k,Grace Period,12,Summit Mortgage,2026-07-31,2026-08-27,,OriginationSystem
LN-1492,BW-3492,ARM,2024-01-06,2054-01-06,362850,247716,5.608,360,GA,Purchase,D,5+ years,$100k-$150k,Current,0,Apex Servicing,2026-07-31,2026-08-27,,OriginationSystem
LN-1493,BW-3493,FHA,2020-04-30,2050-04-30,101649,92434,9.234,360,MI,DebtConsolidation,A,1-3 years,$150k+,Grace Period,44,Summit Mortgage,2026-08-27,2026-08-27,,OriginationSystem
LN-1494,BW-3494,FHA,2021-01-11,2036-01-11,383239,288019,9.497,180,TX,DebtConsolidation,F,5+ years,$50k-$100k,Current,0,Apex Servicing,2026-08-25,2026-08-27,,OriginationSystem
LN-1495,BW-3495,FHA,2024-11-06,2054-11-06,228299,138696,4.390,360,IL,Purchase,F,5+ years,$100k-$150k,Current,0,Summit Mortgage,2026-08-11,2026-08-27,,OriginationSystem
LN-1496,BW-3496,Fixed,2023-01-13,2053-01-13,351836,259537,7.574,360,NY,Purchase,F,1-3 years,$0-$50k,Current,0,Apex Servicing,2026-08-19,2026-08-27,,OriginationSystem
LN-1497,BW-3497,VA,2022-06-08,2052-06-08,332831,226129,5.747,360,PA,Refinance,B,5+ years,$100k-$150k,Late (60-89 days),25,Summit Mortgage,2026-08-26,2026-08-27,,OriginationSystem
LN-1498,BW-3498,Fixed,2023-08-25,2053-08-25,466739,391684,7.329,360,GA,DebtConsolidation,E,< 1 year,$50k-$100k,Late (30-59 days),25,Apex Servicing,2026-08-09,2026-08-27,,OriginationSystem
LN-1499,BW-3499,VA,2023-05-05,2053-05-05,339490,241793,6.878,360,MI,Purchase,A,3-5 years,$0-$50k,Grace Period,30,Summit Mortgage,2026-08-27,2026-08-27,,OriginationSystem
LN-1500,BW-3500,ARM,2023-09-07,2053-09-07,210903,123822,9.469,360,IL,DebtConsolidation,A,1-3 years,$0-$50k,Late (60-89 days),1,Apex Servicing,2026-08-26,2026-08-27,,OriginationSystem
LN-1501,BW-3501,ARM,2021-01-22,2051-01-22,411299,369628,4.443,360,IL,Refinance,HR,5+ years,$150k+,Late (30-59 days),28,Summit Mortgage,2026-08-18,2026-08-27,,OriginationSystem
LN-1502,BW-3502,VA,2021-03-07,2051-03-07,238862,165859,4.959,360,GA,Refinance,F,< 1 year,$150k+,Current,0,Apex Servicing,2026-08-16,2026-08-27,,OriginationSystem
LN-1503,BW-3503,Fixed,2020-09-11,2050-09-11,496791,361498,8.792,360,FL,DebtConsolidation,C,3-5 years,$150k+,Late (60-89 days),12,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-1504,BW-3504,FHA,2020-05-21,2035-05-21,272025,167187,7.442,180,NC,DebtConsolidation,B,5+ years,$100k-$150k,Late (30-59 days),38,Apex Servicing,2026-08-25,2026-08-27,,OriginationSystem
LN-1505,BW-3505,VA,2023-06-14,2053-06-14,129353,102223,7.131,360,PA,DebtConsolidation,C,5+ years,$150k+,Grace Period,39,Summit Mortgage,2026-08-23,2026-08-27,,OriginationSystem
LN-1506,BW-3506,FHA,2023-11-16,2053-11-16,378442,278436,8.582,360,NY,Purchase,B,< 1 year,$0-$50k,Grace Period,8,Apex Servicing,2026-08-26,2026-08-27,,OriginationSystem
LN-1507,BW-3507,FHA,2022-12-02,2052-12-02,298217,174769,8.948,360,GA,Purchase,F,5+ years,$50k-$100k,Late (30-59 days),26,Summit Mortgage,2026-08-11,2026-08-27,,OriginationSystem
LN-1508,BW-3508,Fixed,2023-11-12,2053-11-12,494069,315229,8.799,360,OH,DebtConsolidation,A,< 1 year,$50k-$100k,Grace Period,32,Apex Servicing,2026-08-22,2026-08-27,,OriginationSystem
LN-1509,BW-3509,Fixed,2020-01-19,2050-01-19,457244,430607,8.547,360,CA,Purchase,A,< 1 year,$0-$50k,Late (30-59 days),31,Summit Mortgage,2026-08-08,2026-08-27,,OriginationSystem
LN-1510,BW-3510,FHA,2024-06-04,2039-06-04,209110,170670,6.533,180,TX,Purchase,E,3-5 years,$0-$50k,Late (30-59 days),15,Apex Servicing,2026-08-22,2026-08-27,,OriginationSystem
LN-1511,BW-3511,Fixed,2020-09-01,2050-09-01,100644,78934,9.070,360,GA,DebtConsolidation,C,5+ years,$150k+,Late (60-89 days),27,Summit Mortgage,2026-08-21,2026-08-27,,OriginationSystem
LN-1512,BW-3512,VA,2024-05-03,2054-05-03,449487,239369,4.153,360,IL,Refinance,C,1-3 years,$50k-$100k,Late (30-59 days),29,Apex Servicing,2026-07-31,2026-08-27,,OriginationSystem
LN-1513,BW-3513,ARM,2021-01-03,2051-01-03,402503,346692,7.254,360,NY,Refinance,D,< 1 year,$0-$50k,Current,0,Summit Mortgage,2026-08-26,2026-08-27,,OriginationSystem
LN-1514,BW-3514,ARM,2023-02-16,2053-02-16,111202,90954,5.311,360,FL,Refinance,HR,1-3 years,$0-$50k,Current,0,Apex Servicing,2026-08-19,2026-08-27,,OriginationSystem
LN-1515,BW-3515,VA,2021-10-27,2051-10-27,183060,93118,5.758,360,NC,Purchase,C,< 1 year,$100k-$150k,Current,0,Summit Mortgage,2026-08-08,2026-08-27,,OriginationSystem
LN-1516,BW-3516,FHA,2021-11-21,2051-11-21,105126,66796,8.570,360,PA,Purchase,A,3-5 years,$0-$50k,Late (60-89 days),5,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-1517,BW-3517,VA,2023-04-01,2053-04-01,339821,174648,4.619,360,GA,Refinance,E,3-5 years,$100k-$150k,Current,0,Summit Mortgage,2026-08-18,2026-08-27,,OriginationSystem
LN-1518,BW-3518,Fixed,2023-05-22,2053-05-22,391086,270299,3.776,360,TX,Refinance,B,< 1 year,$150k+,Late (30-59 days),5,Apex Servicing,2026-08-06,2026-08-27,,OriginationSystem
LN-1519,BW-3519,VA,2024-10-07,2054-10-07,215204,131096,8.655,360,TX,Purchase,C,< 1 year,$0-$50k,Grace Period,24,Summit Mortgage,2026-08-21,2026-08-27,,OriginationSystem
LN-1520,BW-3520,FHA,2024-08-25,2054-08-25,221945,113487,4.144,360,NY,Refinance,C,5+ years,$150k+,Grace Period,43,Apex Servicing,2026-07-31,2026-08-27,,OriginationSystem
LN-1521,BW-3521,FHA,2020-09-22,2035-09-22,416510,223440,5.435,180,NC,Purchase,HR,3-5 years,$150k+,Current,0,Summit Mortgage,2026-07-31,2026-08-27,,OriginationSystem
LN-1522,BW-3522,ARM,2021-09-06,2036-09-06,392237,306149,9.056,180,OH,Refinance,B,< 1 year,$100k-$150k,Current,0,Apex Servicing,2026-08-06,2026-08-27,,OriginationSystem
LN-1523,BW-3523,FHA,2020-09-12,2050-09-12,463565,295799,6.020,360,CA,Refinance,HR,1-3 years,$150k+,Current,0,Summit Mortgage,2026-08-10,2026-08-27,,OriginationSystem
LN-1524,BW-3524,ARM,2022-06-17,2052-06-17,262060,198993,4.757,360,MI,Refinance,A,1-3 years,$100k-$150k,Grace Period,24,Apex Servicing,2026-08-10,2026-08-27,,OriginationSystem
LN-1525,BW-3525,FHA,2022-11-06,2052-11-06,215487,163256,9.352,360,OH,Purchase,B,< 1 year,$100k-$150k,Late (30-59 days),18,Summit Mortgage,2026-08-02,2026-08-27,,OriginationSystem
LN-1526,BW-3526,Fixed,2021-10-15,2051-10-15,278876,178582,5.573,360,CA,Purchase,HR,1-3 years,$50k-$100k,Grace Period,39,Apex Servicing,2026-08-14,2026-08-27,,OriginationSystem
LN-1527,BW-3527,Fixed,2021-03-04,2051-03-04,341807,178476,6.775,360,MI,Purchase,D,< 1 year,$0-$50k,Late (60-89 days),19,Summit Mortgage,2026-08-02,2026-08-27,,OriginationSystem
LN-1528,BW-3528,FHA,2021-07-27,2051-07-27,444941,443899,5.041,360,TX,DebtConsolidation,C,3-5 years,$100k-$150k,Late (60-89 days),22,Apex Servicing,2026-08-15,2026-08-27,,OriginationSystem
LN-1529,BW-3529,FHA,2024-11-19,2054-11-19,212355,176767,5.196,360,NY,DebtConsolidation,E,3-5 years,$100k-$150k,Grace Period,22,Summit Mortgage,2026-08-21,2026-08-27,,OriginationSystem
LN-1530,BW-3530,VA,2021-05-13,2036-05-13,472453,365369,7.250,180,GA,Purchase,B,3-5 years,$150k+,Current,0,Apex Servicing,2026-08-15,2026-08-27,,OriginationSystem
LN-1531,BW-3531,FHA,2021-09-01,2051-09-01,314684,214505,4.446,360,OH,DebtConsolidation,A,1-3 years,$50k-$100k,Late (30-59 days),6,Summit Mortgage,2026-08-26,2026-08-27,,OriginationSystem
LN-1532,BW-3532,Fixed,2020-12-23,2050-12-23,372221,261718,6.153,360,TX,Refinance,D,< 1 year,$0-$50k,Late (60-89 days),9,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-1533,BW-3533,Fixed,2023-02-26,2053-02-26,101355,66087,9.062,360,MI,Purchase,A,5+ years,$0-$50k,Late (60-89 days),25,Summit Mortgage,2026-08-10,2026-08-27,,OriginationSystem
LN-1534,BW-3534,ARM,2021-05-15,2036-05-15,417871,363036,5.857,180,CA,Refinance,F,< 1 year,$100k-$150k,Late (60-89 days),26,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-1535,BW-3535,ARM,2022-12-05,2052-12-05,242229,202930,7.575,360,OH,Refinance,B,< 1 year,$100k-$150k,Late (60-89 days),31,Summit Mortgage,2026-08-12,2026-08-27,,OriginationSystem
LN-1536,BW-3536,ARM,2021-02-15,2051-02-15,260115,242266,4.185,360,CA,DebtConsolidation,E,3-5 years,$0-$50k,Current,0,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-1537,BW-3537,ARM,2024-10-26,2054-10-26,438313,294643,8.847,360,GA,Refinance,E,1-3 years,$150k+,Late (30-59 days),13,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-1538,BW-3538,ARM,2023-01-22,2053-01-22,245045,237970,6.020,360,OH,Refinance,F,< 1 year,$100k-$150k,Grace Period,41,Apex Servicing,2026-08-23,2026-08-27,,OriginationSystem
LN-1539,BW-3539,ARM,2024-09-02,2039-09-02,454028,368656,7.627,180,GA,DebtConsolidation,HR,1-3 years,$100k-$150k,Grace Period,7,Summit Mortgage,2026-08-19,2026-08-27,,OriginationSystem
LN-1540,BW-3540,Fixed,2023-04-06,2053-04-06,452949,303366,8.697,360,GA,Refinance,HR,5+ years,$150k+,Late (30-59 days),32,Apex Servicing,2026-08-05,2026-08-27,,OriginationSystem
LN-1541,BW-3541,ARM,2021-12-08,2051-12-08,398133,321092,6.848,360,PA,Refinance,A,1-3 years,$150k+,Late (60-89 days),30,Summit Mortgage,2026-08-03,2026-08-27,,OriginationSystem
LN-1542,BW-3542,VA,2020-01-13,2050-01-13,475084,396557,8.777,360,NC,Refinance,B,5+ years,$150k+,Late (30-59 days),15,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-1543,BW-3543,FHA,2021-04-06,2051-04-06,311625,162387,3.978,360,NC,DebtConsolidation,HR,1-3 years,$0-$50k,Late (30-59 days),22,Summit Mortgage,2026-08-08,2026-08-27,,OriginationSystem
LN-1544,BW-3544,ARM,2023-12-25,2053-12-25,283050,250411,9.420,360,OH,DebtConsolidation,HR,< 1 year,$150k+,Current,0,Apex Servicing,2026-08-19,2026-08-27,,OriginationSystem
LN-1545,BW-3545,FHA,2022-01-20,2037-01-20,402563,357081,9.430,180,NY,Refinance,E,3-5 years,$0-$50k,Grace Period,13,Summit Mortgage,2026-08-05,2026-08-27,,OriginationSystem
LN-1546,BW-3546,FHA,2020-07-16,2050-07-16,333380,276454,4.404,360,OH,Purchase,F,1-3 years,$0-$50k,Late (30-59 days),41,Apex Servicing,2026-08-16,2026-08-27,,OriginationSystem
LN-1547,BW-3547,Fixed,2020-04-19,2050-04-19,446891,326729,7.543,360,FL,DebtConsolidation,A,< 1 year,$50k-$100k,Late (60-89 days),27,Summit Mortgage,2026-08-05,2026-08-27,,OriginationSystem
